ts_code,symbol,name,area,industry,xueqiu_url
300433.SZ,300433,蓝思科技,湖南,元器件,https://xueqiu.com/S/SZ300433
300442.SZ,300442,润泽科技,河北,软件服务,https://xueqiu.com/S/SZ300442
300450.SZ,300450,先导智能,江苏,专用机械,https://xueqiu.com/S/SZ300450
300454.SZ,300454,深信服,深圳,软件服务,https://xueqiu.com/S/SZ300454
300458.SZ,300458,全志科技,广东,半导体,https://xueqiu.com/S/SZ300458
300474.SZ,300474,景嘉微,湖南,元器件,https://xueqiu.com/S/SZ300474
300476.SZ,300476,胜宏科技,广东,元器件,https://xueqiu.com/S/SZ300476
300487.SZ,300487,蓝晓科技,陕西,化工原料,https://xueqiu.com/S/SZ300487
300496.SZ,300496,中科创达,北京,软件服务,https://xueqiu.com/S/SZ300496
300498.SZ,300498,温氏股份,广东,农业综合,https://xueqiu.com/S/SZ300498
300502.SZ,300502,新易盛,四川,通信设备,https://xueqiu.com/S/SZ300502
300529.SZ,300529,健帆生物,广东,医疗保健,https://xueqiu.com/S/SZ300529
300558.SZ,300558,贝达药业,浙江,化学制药,https://xueqiu.com/S/SZ300558
300567.SZ,300567,精测电子,湖北,电器仪表,https://xueqiu.com/S/SZ300567
300570.SZ,300570,太辰光,深圳,通信设备,https://xueqiu.com/S/SZ300570
300601.SZ,300601,康泰生物,深圳,生物制药,https://xueqiu.com/S/SZ300601
300604.SZ,300604,长川科技,浙江,半导体,https://xueqiu.com/S/SZ300604
300623.SZ,300623,捷捷微电,江苏,半导体,https://xueqiu.com/S/SZ300623
300627.SZ,300627,华测导航,上海,通信设备,https://xueqiu.com/S/SZ300627
300628.SZ,300628,亿联网络,福建,通信设备,https://xueqiu.com/S/SZ300628
300661.SZ,300661,圣邦股份,北京,半导体,https://xueqiu.com/S/SZ300661
300676.SZ,300676,华大基因,深圳,医疗保健,https://xueqiu.com/S/SZ300676
300677.SZ,300677,英科医疗,山东,医疗保健,https://xueqiu.com/S/SZ300677
300679.SZ,300679,电连技术,深圳,元器件,https://xueqiu.com/S/SZ300679
300699.SZ,300699,光威复材,山东,化纤,https://xueqiu.com/S/SZ300699
300718.SZ,300718,长盛轴承,浙江,机械基件,https://xueqiu.com/S/SZ300718
300724.SZ,300724,捷佳伟创,深圳,专用机械,https://xueqiu.com/S/SZ300724
300735.SZ,300735,光弘科技,广东,元器件,https://xueqiu.com/S/SZ300735
300748.SZ,300748,金力永磁,江西,矿物制品,https://xueqiu.com/S/SZ300748
300750.SZ,300750,宁德时代,福建,电气设备,https://xueqiu.com/S/SZ300750
300751.SZ,300751,迈为股份,江苏,专用机械,https://xueqiu.com/S/SZ300751
300757.SZ,300757,罗博特科,江苏,专用机械,https://xueqiu.com/S/SZ300757
300759.SZ,300759,康龙化成,北京,化学制药,https://xueqiu.com/S/SZ300759
300760.SZ,300760,迈瑞医疗,深圳,医疗保健,https://xueqiu.com/S/SZ300760
300763.SZ,300763,锦浪科技,浙江,电气设备,https://xueqiu.com/S/SZ300763
300782.SZ,300782,卓胜微,江苏,半导体,https://xueqiu.com/S/SZ300782
300803.SZ,300803,指南针,北京,软件服务,https://xueqiu.com/S/SZ300803
300832.SZ,300832,新产业,深圳,医疗保健,https://xueqiu.com/S/SZ300832
300857.SZ,300857,协创数据,深圳,IT设备,https://xueqiu.com/S/SZ300857
300866.SZ,300866,安克创新,湖南,元器件,https://xueqiu.com/S/SZ300866
300888.SZ,300888,稳健医疗,深圳,医疗保健,https://xueqiu.com/S/SZ300888
300896.SZ,300896,爱美客,北京,医疗保健,https://xueqiu.com/S/SZ300896
300919.SZ,300919,中伟新材,贵州,电气设备,https://xueqiu.com/S/SZ300919
300957.SZ,300957,贝泰妮,云南,日用化工,https://xueqiu.com/S/SZ300957
300972.SZ,300972,万辰集团,福建,食品,https://xueqiu.com/S/SZ300972
300979.SZ,300979,华利集团,广东,服饰,https://xueqiu.com/S/SZ300979
300999.SZ,300999,金龙鱼,上海,食品,https://xueqiu.com/S/SZ300999
301200.SZ,301200,大族数控,深圳,专用机械,https://xueqiu.com/S/SZ301200
301236.SZ,301236,软通动力,北京,软件服务,https://xueqiu.com/S/SZ301236
301269.SZ,301269,华大九天,北京,半导体,https://xueqiu.com/S/SZ301269
301301.SZ,301301,川宁生物,新疆,化学制药,https://xueqiu.com/S/SZ301301
301308.SZ,301308,江波龙,深圳,半导体,https://xueqiu.com/S/SZ301308
