ts_code,symbol,name,area,industry,xueqiu_url
600131.SH,600131,国网信通,四川,通信设备,https://xueqiu.com/S/SH600131
600138.SH,600138,中青旅,北京,旅游景点,https://xueqiu.com/S/SH600138
600143.SH,600143,金发科技,广东,塑料,https://xueqiu.com/S/SH600143
600150.SH,600150,中国船舶,上海,船舶,https://xueqiu.com/S/SH600150
600183.SH,600183,生益科技,广东,元器件,https://xueqiu.com/S/SH600183
600196.SH,600196,复星医药,上海,化学制药,https://xueqiu.com/S/SH600196
600219.SH,600219,南山铝业,山东,铝,https://xueqiu.com/S/SH600219
600276.SH,600276,恒瑞医药,江苏,化学制药,https://xueqiu.com/S/SH600276
600282.SH,600282,南钢股份,江苏,普钢,https://xueqiu.com/S/SH600282
600295.SH,600295,鄂尔多斯,内蒙,特种钢,https://xueqiu.com/S/SH600295
600301.SH,600301,华锡有色,广西,小金属,https://xueqiu.com/S/SH600301
600309.SH,600309,万华化学,山东,化工原料,https://xueqiu.com/S/SH600309
600312.SH,600312,平高电气,河南,电气设备,https://xueqiu.com/S/SH600312
600362.SH,600362,江西铜业,江西,铜,https://xueqiu.com/S/SH600362
600392.SH,600392,盛和资源,四川,小金属,https://xueqiu.com/S/SH600392
600406.SH,600406,国电南瑞,江苏,电气设备,https://xueqiu.com/S/SH600406
600487.SH,600487,亨通光电,江苏,通信设备,https://xueqiu.com/S/SH600487
600498.SH,600498,烽火通信,湖北,通信设备,https://xueqiu.com/S/SH600498
600522.SH,600522,中天科技,江苏,通信设备,https://xueqiu.com/S/SH600522
600547.SH,600547,山东黄金,山东,黄金,https://xueqiu.com/S/SH600547
600549.SH,600549,厦门钨业,福建,小金属,https://xueqiu.com/S/SH600549
600550.SH,600550,保变电气,河北,电气设备,https://xueqiu.com/S/SH600550
600570.SH,600570,恒生电子,浙江,软件服务,https://xueqiu.com/S/SH600570
600580.SH,600580,卧龙电驱,浙江,电气设备,https://xueqiu.com/S/SH600580
600584.SH,600584,长电科技,江苏,半导体,https://xueqiu.com/S/SH600584
600601.SH,600601,方正科技,上海,元器件,https://xueqiu.com/S/SH600601
600633.SH,600633,浙数文化,浙江,互联网,https://xueqiu.com/S/SH600633
600642.SH,600642,申能股份,上海,火力发电,https://xueqiu.com/S/SH600642
600685.SH,600685,中船防务,广东,船舶,https://xueqiu.com/S/SH600685
600690.SH,600690,海尔智家,山东,家用电器,https://xueqiu.com/S/SH600690
600693.SH,600693,东百集团,福建,百货,https://xueqiu.com/S/SH600693
600737.SH,600737,中粮糖业,新疆,食品,https://xueqiu.com/S/SH600737
600760.SH,600760,中航沈飞,山东,航空,https://xueqiu.com/S/SH600760
600763.SH,600763,通策医疗,浙江,医疗保健,https://xueqiu.com/S/SH600763
600764.SH,600764,中国海防,北京,船舶,https://xueqiu.com/S/SH600764
600765.SH,600765,中航重机,贵州,航空,https://xueqiu.com/S/SH600765
600809.SH,600809,山西汾酒,山西,白酒,https://xueqiu.com/S/SH600809
600859.SH,600859,王府井,北京,百货,https://xueqiu.com/S/SH600859
600862.SH,600862,中航高科,江苏,航空,https://xueqiu.com/S/SH600862
600865.SH,600865,百大集团,浙江,百货,https://xueqiu.com/S/SH600865
600875.SH,600875,东方电气,四川,电气设备,https://xueqiu.com/S/SH600875
600877.SH,600877,电科芯片,重庆,半导体,https://xueqiu.com/S/SH600877
600879.SH,600879,航天电子,湖北,航空,https://xueqiu.com/S/SH600879
600885.SH,600885,宏发股份,湖北,电气设备,https://xueqiu.com/S/SH600885
600887.SH,600887,伊利股份,内蒙,乳制品,https://xueqiu.com/S/SH600887
600893.SH,600893,航发动力,陕西,航空,https://xueqiu.com/S/SH600893
600927.SH,600927,永安期货,浙江,多元金融,https://xueqiu.com/S/SH600927
600938.SH,600938,中国海油,北京,石油开采,https://xueqiu.com/S/SH600938
600958.SH,600958,东方证券,上海,证券,https://xueqiu.com/S/SH600958
600977.SH,600977,中国电影,北京,影视音像,https://xueqiu.com/S/SH600977
600986.SH,600986,浙文互联,浙江,互联网,https://xueqiu.com/S/SH600986
600988.SH,600988,赤峰黄金,内蒙,黄金,https://xueqiu.com/S/SH600988
601012.SH,601012,隆基绿能,陕西,电气设备,https://xueqiu.com/S/SH601012
601066.SH,601066,中信建投,北京,证券,https://xueqiu.com/S/SH601066
601069.SH,601069,西部黄金,新疆,黄金,https://xueqiu.com/S/SH601069
601100.SH,601100,恒立液压,江苏,工程机械,https://xueqiu.com/S/SH601100
601127.SH,601127,赛力斯,重庆,汽车整车,https://xueqiu.com/S/SH601127
601138.SH,601138,工业富联,深圳,通信设备,https://xueqiu.com/S/SH601138
601168.SH,601168,西部矿业,青海,铜,https://xueqiu.com/S/SH601168
601179.SH,601179,中国西电,陕西,电气设备,https://xueqiu.com/S/SH601179
601212.SH,601212,白银有色,甘肃,铜,https://xueqiu.com/S/SH601212
601318.SH,601318,中国平安,深圳,保险,https://xueqiu.com/S/SH601318
601606.SH,601606,长城军工,安徽,专用机械,https://xueqiu.com/S/SH601606
601611.SH,601611,中国核建,上海,建筑工程,https://xueqiu.com/S/SH601611
601678.SH,601678,滨化股份,山东,化工原料,https://xueqiu.com/S/SH601678
601689.SH,601689,拓普集团,浙江,汽车配件,https://xueqiu.com/S/SH601689
601698.SH,601698,中国卫通,北京,电信运营,https://xueqiu.com/S/SH601698
601888.SH,601888,中国中免,北京,旅游服务,https://xueqiu.com/S/SH601888
601899.SH,601899,紫金矿业,福建,铜,https://xueqiu.com/S/SH601899
601933.SH,601933,永辉超市,福建,超市连锁,https://xueqiu.com/S/SH601933
601958.SH,601958,金钼股份,陕西,小金属,https://xueqiu.com/S/SH601958
601985.SH,601985,中国核电,北京,新型电力,https://xueqiu.com/S/SH601985
603051.SH,603051,鹿山新材,广东,塑料,https://xueqiu.com/S/SH603051
603228.SH,603228,景旺电子,深圳,元器件,https://xueqiu.com/S/SH603228
603259.SH,603259,药明康德,江苏,化学制药,https://xueqiu.com/S/SH603259
603286.SH,603286,日盈电子,江苏,汽车配件,https://xueqiu.com/S/SH603286
603288.SH,603288,海天味业,广东,食品,https://xueqiu.com/S/SH603288
603331.SH,603331,百达精工,浙江,专用机械,https://xueqiu.com/S/SH603331
603345.SH,603345,安井食品,福建,食品,https://xueqiu.com/S/SH603345
603396.SH,603396,金辰股份,辽宁,专用机械,https://xueqiu.com/S/SH603396
603402.SH,603402,陕西旅游,陕西,旅游景点,https://xueqiu.com/S/SH603402
603444.SH,603444,吉比特,福建,互联网,https://xueqiu.com/S/SH603444
603598.SH,603598,引力传媒,北京,互联网,https://xueqiu.com/S/SH603598
603605.SH,603605,珀莱雅,浙江,日用化工,https://xueqiu.com/S/SH603605
603606.SH,603606,东方电缆,浙江,电气设备,https://xueqiu.com/S/SH603606
603650.SH,603650,彤程新材,上海,化工原料,https://xueqiu.com/S/SH603650
603667.SH,603667,五洲新春,浙江,机械基件,https://xueqiu.com/S/SH603667
603688.SH,603688,石英股份,江苏,矿物制品,https://xueqiu.com/S/SH603688
603716.SH,603716,塞力医疗,湖北,医药商业,https://xueqiu.com/S/SH603716
603778.SH,603778,国晟科技,北京,电气设备,https://xueqiu.com/S/SH603778
603786.SH,603786,科博达,上海,汽车配件,https://xueqiu.com/S/SH603786
603799.SH,603799,华友钴业,浙江,小金属,https://xueqiu.com/S/SH603799
603893.SH,603893,瑞芯微,福建,半导体,https://xueqiu.com/S/SH603893
603920.SH,603920,世运电路,广东,元器件,https://xueqiu.com/S/SH603920
603986.SH,603986,兆易创新,北京,半导体,https://xueqiu.com/S/SH603986
603993.SH,603993,洛阳钼业,河南,小金属,https://xueqiu.com/S/SH603993
605100.SH,605100,华丰股份,山东,机械基件,https://xueqiu.com/S/SH605100
605117.SH,605117,德业股份,浙江,电气设备,https://xueqiu.com/S/SH605117
605136.SH,605136,丽人丽妆,上海,其他商业,https://xueqiu.com/S/SH605136
605358.SH,605358,立昂微,浙江,半导体,https://xueqiu.com/S/SH605358
605499.SH,605499,东鹏饮料,深圳,软饮料,https://xueqiu.com/S/SH605499
688270.SH,688270,臻镭科技,浙江,半导体,https://xueqiu.com/S/SH688270
